responses,responses_urdu,responses_punjabi,responses_sindhi
"Based on the soil and weather conditions recorded, it is best to grow lentil on your farmland. The pH, nutrient levels, temperature, and rainfall are all within a suitable range for lentils.",مٹی اور موسمی حالات کی بنیاد پر ، اپنے کھیتوں کی زمین پر دال بڑھنا بہتر ہے۔پییچ ، غذائی اجزاء کی سطح ، درجہ حرارت اور بارش سب دال کے ل a ایک مناسب حد میں ہے۔,"ਮਿੱਟੀ ਅਤੇ ਮੌਸਮ ਦੇ ਹਾਲਾਤ ਦੇ ਅਧਾਰ ਤੇ ਰਿਕਾਰਡ ਕੀਤੇ ਗਏ, ਆਪਣੇ ਖੇਤ ਤੇ ਦੈਂਤ ਵਿੱਚ ਵਾਧਾ ਕਰਨਾ ਸਭ ਤੋਂ ਵਧੀਆ ਹੈ.ਦਾਲ ਲਈ lens ੁਕਵੀਂ ਸ਼੍ਰੇਣੀ ਦੇ ਅੰਦਰ pH, ਪੌਸ਼ਟਿਕ ਪੱਧਰ, ਤਾਪਮਾਨ ਅਤੇ ਬਾਰਸ਼ ਸਾਰੇ ਹਨ.",زمين جي بنياد تي ۽ موسمي حالتن جي بنياد تي، اهو بهترين آهي ته توهان جي فارم جي زمين تي لٽيل.پي ايڇ، غذائيت جي سطح، درجه حرارت، ۽ برساتون دينٽيل لاء مناسب حد ۾ آهن.
"Based on your soil and climate conditions, consider growing a crop tolerant to high pH and low nutrient levels, such as barley or bermudagrass. Your current conditions are not ideal for mothbeans.",آپ کی مٹی اور آب و ہوا کے حالات کی بنیاد پر ، فصل کو اعلی پییچ اور کم غذائی اجزاء کی سطح ، جیسے جو یا برمودگراس کے لئے روادار ہونے پر غور کریں۔آپ کے موجودہ حالات موٹ بین کے لئے مثالی نہیں ہیں۔,"ਤੁਹਾਡੀ ਮਿੱਟੀ ਅਤੇ ਜਲਵਾਯੂ ਦੀਆਂ ਸਥਿਤੀਆਂ ਦੇ ਅਧਾਰ ਤੇ, ਉੱਚ ਪੀਐਚ ਅਤੇ ਘੱਟ ਪੌਸ਼ਟਿਕ ਪੱਧਰ ਦੇ ਪੱਧਰਾਂ ਦੇ ਪੱਧਰ ਨੂੰ, ਜਿਵੇਂ ਕਿ ਜੌ ਜਾਂ ਬਰਮੁਦਗ੍ਰਾੱਤਰ ਪ੍ਰਤੀ ਫਸਲ ਦੇ ਸਹਿਣਸ਼ੀਲਤਾ ਵਧਾਉਣ ਤੇ ਵਿਚਾਰ ਕਰੋ.ਤੁਹਾਡੀਆਂ ਮੌਜੂਦਾ ਹਾਲਤਾਂ ਮੋਥਬੀਨਜ਼ ਲਈ ਆਦਰਸ਼ ਨਹੀਂ ਹਨ.",توهان جي مٽي ۽ آبهوا جي حالتن جي بنياد تي، فصلن جي رواداري کي وڌائڻ تي غور ڪريو ۽ گهٽ غذائيت جي سطح تي، جهڙوڪ بلي يا برموگراسس.توهان جي موجوده حالتون موهن لاء مثالي ناهي.
"Based on the given conditions, mothbeans could be a suitable crop for your farmland. The conditions are quite similar to past successful growth records.",دی گئی شرائط کی بنیاد پر ، موٹ بینز آپ کے کھیتوں کے لئے ایک مناسب فصل ثابت ہوسکتی ہیں۔حالات ماضی کے کامیاب نمو کے ریکارڈوں سے بالکل ملتے جلتے ہیں۔,"ਦਿੱਤੀਆਂ ਹਾਲਤਾਂ ਦੇ ਅਧਾਰ ਤੇ, ਮਾਹੇਬਾਨ ਤੁਹਾਡੇ ਖੇਤ ਲਈ ਇੱਕ suitable ੁਕਵੀਂ ਫਸਲ ਹੋ ਸਕਦੀ ਹੈ.ਹਾਲਾਤ ਪਿਛਲੇ ਸਫਲ ਵਿਕਾਸ ਦੇ ਰਿਕਾਰਡ ਦੇ ਸਮਾਨ ਹਨ.",ڏنل حالتن جي بنياد تي، موٿينين توهان جي فارم لينڊ لاء هڪ مناسب فصل بڻجي سگهي ٿو.حالتون ڪافي ڪامياب ترقي جي رڪارڊن لاء بلڪل ساڳيون آهن.
"Based on the provided conditions, pigeonpeas are likely to do well in your farmland. They can tolerate the current nutrient, temperature, pH, and rainfall conditions.",فراہم کردہ شرائط کی بنیاد پر ، آپ کے کھیتوں میں کبوتروں کا اچھا کام کرنے کا امکان ہے۔وہ موجودہ غذائی اجزاء ، درجہ حرارت ، پییچ اور بارش کے حالات کو برداشت کرسکتے ہیں۔,"ਪ੍ਰਦਾਨ ਕੀਤੀਆਂ ਸ਼ਰਤਾਂ ਦੇ ਅਧਾਰ ਤੇ, ਕਬੂਤਰ ਤੁਹਾਡੇ ਖੇਤ ਵਿੱਚ ਚੰਗੀ ਤਰ੍ਹਾਂ ਕੰਮ ਕਰਨ ਦੀ ਸੰਭਾਵਨਾ ਹੈ.ਉਹ ਮੌਜੂਦਾ ਪੌਸ਼ਟਿਕ, ਤਾਪਮਾਨ, ਪੀਐਚ ਅਤੇ ਬਾਰਸ਼ ਦੀਆਂ ਸ਼ਰਤਾਂ ਨੂੰ ਸਹਿਣ ਕਰ ਸਕਦੇ ਹਨ.",مهيا ڪيل شرطن تي، ڪبوترپاس توهان جي فارم ۾ سٺو ڪم ڪرڻ جو امڪان آهي.اهي موجوده غذائيت، درجه حرارت، حرارت، ۽ برسات جي حالت کي برداشت ڪري سگهندا آهن.
Your nitrogen level is too low. You should consider growing a crop that requires lower nitrogen levels or improve the soil nitrogen before planting mungbean.,آپ کی نائٹروجن کی سطح بہت کم ہے۔آپ کو ایک ایسی فصل کو اگانے پر غور کرنا چاہئے جس کے لئے کم نائٹروجن کی سطح کی ضرورت ہوتی ہے یا منگبین لگانے سے پہلے مٹی نائٹروجن کو بہتر بناتے ہیں۔,ਤੁਹਾਡਾ ਨਾਈਟ੍ਰੋਜਨ ਦਾ ਪੱਧਰ ਬਹੁਤ ਘੱਟ ਹੈ.ਤੁਹਾਨੂੰ ਫਸਲ ਨੂੰ ਵਧਾਉਣ ਬਾਰੇ ਸੋਚਣਾ ਚਾਹੀਦਾ ਹੈ ਜਿਸ ਲਈ ਨਾਈਟ੍ਰੋਜਨ ਦੇ ਪੱਧਰ ਦੀ ਜ਼ਰੂਰਤ ਹੁੰਦੀ ਹੈ ਜਾਂ ਮੂੰਗਬੀਨ ਨੂੰ ਲਾਉਣ ਤੋਂ ਪਹਿਲਾਂ ਮਿੱਟੀ ਨਾਈਟ੍ਰੋਜਨ ਵਿੱਚ ਸੁਧਾਰ ਕਰਨ ਦੀ ਜ਼ਰੂਰਤ ਹੁੰਦੀ ਹੈ.,توهان جو نائٽروجن ليول تمام گهٽ آهي.توهان کي فصل وڌائڻ تي غور ڪرڻ گهرجي جنهن کي منگروجن جي سطح کي گهٽائڻ يا مٽيبين کي پوکڻ کان پهريان مٽي نائٽروجن کي بهتر بڻائڻ جي ضرورت آهي.
"Based on your farmland’s current data, it does not seem optimal for growing mothbeans. You might want to consider another crop that suits the soil and climate conditions better.",آپ کے کھیتوں کے موجودہ اعداد و شمار کی بنیاد پر ، یہ بڑھتی ہوئی موٹ بینوں کے لئے زیادہ سے زیادہ نہیں لگتا ہے۔آپ کسی اور فصل پر غور کرنا چاہیں گے جو مٹی اور آب و ہوا کے حالات کے مطابق ہو۔,"ਤੁਹਾਡੇ ਖੇਤ ਦੇ ਮੌਜੂਦਾ ਡੇਟਾ ਦੇ ਅਧਾਰ ਤੇ, ਇਹ ਵਧ ਰਹੇ ਮੋਥਬੀਨਜ਼ ਲਈ ਅਨੁਕੂਲ ਨਹੀਂ ਜਾਪਦਾ.ਤੁਸੀਂ ਕਿਸੇ ਹੋਰ ਫਸਲ 'ਤੇ ਵਿਚਾਰ ਕਰਨਾ ਚਾਹੋਗੇ ਜੋ ਮਿੱਟੀ ਅਤੇ ਜਲਵਾਯੂ ਦੀਆਂ ਸਥਿਤੀਆਂ ਦੇ ਅਨੁਕੂਲ ਹੈ.",توهان جي فارميلينڊ جي موجوده ڊيٽا جي بنياد تي، اهو وڌندڙ موٿين کي وڌڻ لاء بهتر ناهي.توهان شايد ڪنهن ٻئي فصل تي غور ڪرڻ چاهيندا آهيو جيڪو مٽي ۽ موسمي حالتن کي بهتر بڻائي ٿو.
"Based on the data and past experience, it's best to grow bananas on your farmland. The conditions such as temperature, humidity, pH, and rainfall are suitable with slight adjustments needed in nutrient levels.",اعداد و شمار اور ماضی کے تجربے کی بنیاد پر ، آپ کے کھیتوں میں کیلے اگانا بہتر ہے۔درجہ حرارت ، نمی ، پییچ اور بارش جیسے حالات غذائی اجزاء کی سطح میں معمولی ایڈجسٹمنٹ کے ساتھ موزوں ہیں۔,"ਡੇਟਾ ਅਤੇ ਪਿਛਲੇ ਤਜ਼ਰਬੇ ਦੇ ਅਧਾਰ ਤੇ, ਆਪਣੇ ਖੇਤ ਤੇ ਕੇਲੇ ਵਧਣਾ ਸਭ ਤੋਂ ਵਧੀਆ ਹੈ.ਤਾਪਮਾਨ, ਨਮੀ, ਪੀਐਚ ਅਤੇ ਬਾਰਸ਼ ਵਰਗੀਆਂ ਸਥਿਤੀਆਂ ਪੌਸ਼ਟਿਕ ਦੇ ਪੱਧਰਾਂ ਵਿੱਚ ਥੋੜ੍ਹੀਆਂ ਵਿਵਸਥਾਵਾਂ ਦੇ ਨਾਲ .ੁਕਵੀਂ ਹਨ.",ڊيٽا ۽ ماضي جي تجربي جي بنياد تي، اهو بهتر آهي ته توهان جي فارملينڊ تي بينن کي وڌڻ بهتر آهي.حالتون درجه حرارت، پيا، ۽ برسات غذائي سطحن ۾ ضرورت جي ضرورت آهي.
"Based on the given conditions, blackgram would be a suitable crop for your farmland.",دی گئی شرائط کی بنیاد پر ، بلیکگرام آپ کے کھیتوں کے لئے ایک مناسب فصل ہوگی۔,"ਦਿੱਤੀਆਂ ਹਾਲਤਾਂ ਦੇ ਅਧਾਰ ਤੇ, ਬਲੈਕਗ੍ਰਾਮ ਤੁਹਾਡੇ ਖੇਤ ਲਈ suitable ੁਕਵੀਂ ਫਸਲ ਹੋਵੇਗੀ.",ڏنل شرطن تي، بلڊگرام توهان جي فارمينٽ لاء هڪ مناسب فصل هوندو.
"Based on the conditions and your past experience, growing watermelon would be suitable for your farmland.",شرائط اور آپ کے ماضی کے تجربے کی بنیاد پر ، بڑھتی ہوئی تربوز آپ کے کھیتوں کے لئے موزوں ہوگی۔,"ਹਾਲਾਤ ਅਤੇ ਤੁਹਾਡੇ ਪਿਛਲੇ ਤਜਰਬੇ ਦੇ ਅਧਾਰ ਤੇ, ਵੱਧ ਰਹੇ ਤਰਬੂਜ ਤੁਹਾਡੇ ਖੇਤ ਲਈ suitable ੁਕਵਾਂ ਹੋਵੇਗਾ.",توهان جي ماضي جي تجربي جي بنياد تي ۽ توهان جي ماضي جي تجربي جي بنياد تي، وڌندڙ تربوز توهان جي فارملينڊ لاء مناسب هوندو.
"Based on your farmland conditions and past successful data, it is suitable to grow blackgram.",آپ کے کھیتوں کے حالات اور ماضی کے کامیاب اعداد و شمار کی بنیاد پر ، یہ بلیکگرام اگانا موزوں ہے۔,"ਤੁਹਾਡੇ ਖੇਤ ਭੂਮੀ ਸਥਿਤੀਆਂ ਅਤੇ ਪਿਛਲੇ ਸਫਲ ਡੇਟਾ ਦੇ ਅਧਾਰ ਤੇ, ਇਹ ਬਲੈਕ ਆਰਗੋਗ੍ਰਾਮ ਵਧਾਉਣਾ is ੁਕਵਾਂ ਹੈ.",توهان جي فارمينٽ حالتن ۽ گذريل ڪامياب ڊيٽا جي بنياد تي، بلڊگرام کي وڌڻ لاء موزون آهي.
"Given your farmland conditions, maize would be a suitable crop. The nutrient levels and environmental conditions closely match past successful maize growth conditions.",آپ کے کھیتوں کے حالات کو دیکھتے ہوئے ، مکئی ایک مناسب فصل ہوگی۔غذائی اجزاء کی سطح اور ماحولیاتی حالات ماضی کے کامیاب مکئی کی نمو کے حالات سے قریب سے ملتے ہیں۔,"ਤੁਹਾਡੀਆਂ ਖੇਤ ਭੂਮੀ ਸਥਿਤੀਆਂ ਦਿੱਤੀਆਂ ਜਾਂਦੀਆਂ ਹਨ, ਮੱਕੀ ਇੱਕ ਉਚਿਤ ਫਸਲ ਹੋਵੇਗੀ.ਪੌਸ਼ਟਿਕ ਪੱਧਰ ਅਤੇ ਵਾਤਾਵਰਣ ਦੀਆਂ ਸਥਿਤੀਆਂ ਪਿਛਲੇ ਸਫਲ ਮੱਕੀ ਦੇ ਵਾਧੇ ਦੀਆਂ ਸਥਿਤੀਆਂ ਦੇ ਨੇੜਿਓਂ ਮੇਲ ਖਾਂਦੀਆਂ ਹਨ.",توهان جي فارمينٽ حالتن کي ڏنل، مڪئي هڪ مناسب فصل هوندو.غذائيت جي سطح ۽ ماحولياتي حالتون ويجهڙائي سان ملنديون آهن
"Considering your soil's conditions, it would be best to avoid planting mothbeans. They require different nutrient levels, temperatures, and pH than what's currently available. Opt for a crop that can thrive in acidic soil with your specific conditions.",اپنی مٹی کے حالات پر غور کرتے ہوئے ، یہ بہتر ہوگا کہ موٹ بینوں کو پودے لگانے سے بچیں۔اس وقت جو دستیاب ہے اس کے مقابلے میں انہیں مختلف غذائی اجزاء کی سطح ، درجہ حرارت اور پییچ کی ضرورت ہوتی ہے۔ایسی فصل کا انتخاب کریں جو آپ کے مخصوص حالات کے ساتھ تیزابیت والی مٹی میں پروان چڑھ سکے۔,"ਆਪਣੀ ਧਰਤੀ ਦੀਆਂ ਸਥਿਤੀਆਂ ਨੂੰ ਧਿਆਨ ਵਿੱਚ ਰੱਖਦਿਆਂ, ਮੋਥਬੀਨਜ਼ ਲਗਾਉਣ ਤੋਂ ਪਰਹੇਜ਼ ਕਰਨਾ ਸਭ ਤੋਂ ਵਧੀਆ ਰਹੇਗਾ.ਇਸ ਸਮੇਂ ਉਪਲਬਧ ਕੀ ਹਨ ਨਾਲੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਵੱਖੋ ਵੱਖਰੇ ਪੌਸ਼ਟਿਕ ਪੱਧਰ, ਤਾਪਮਾਨ, ਅਤੇ PH ਦੀ ਲੋੜ ਹੁੰਦੀ ਹੈ.ਇੱਕ ਫਸਲ ਲਈ ਚੋਣ ਕਰੋ ਜੋ ਤੁਹਾਡੀਆਂ ਖਾਸ ਸ਼ਰਤਾਂ ਦੇ ਨਾਲ ਤੇਜ਼ਾਬੀ ਮਿੱਟੀ ਵਿੱਚ ਪ੍ਰਫੁੱਲਤ ਹੋ ਸਕਦੀ ਹੈ.",توهان جي مٽي جي حالتن تي غور ڪندي، اهو بهتر هوندو ته موٿبين کي پوکڻ کان پاسو ڪيو وڃي.انهن کي في الحال موجود آهي ته مختلف غذائيت جي سطح، ۽ پي ايڇ جي ضرورت آهي.هڪ فصل جو انتخاب ڪريو جيڪو توهان جي مخصوص حالتن سان تيزاب جي مٽي ۾ ترقي ڪري سگهي ٿو.
"Based on your soil and weather conditions, you should consider growing a crop that can tolerate slightly acidic soil and lower nutrient levels. Pigeonpeas might not be ideal due to the low nitrogen and potassium levels and the slightly different climate conditions compared to the ideal recorded data. Consider crops like sweet potatoes or cassava which are more adaptable to such conditions.",آپ کی مٹی اور موسمی حالات کی بنیاد پر ، آپ کو ایسی فصل کو اگانے پر غور کرنا چاہئے جو قدرے تیزابیت والی مٹی اور کم غذائی اجزاء کی سطح کو برداشت کرسکے۔مثالی ریکارڈ شدہ اعداد و شمار کے مقابلے میں کم نائٹروجن اور پوٹاشیم کی سطح اور آب و ہوا کے قدرے مختلف حالات کی وجہ سے کبوتر مثالی نہیں ہوسکتے ہیں۔میٹھے آلو یا کاساوا جیسی فصلوں پر غور کریں جو اس طرح کے حالات کے مطابق زیادہ موافقت پذیر ہیں۔,"ਤੁਹਾਡੀ ਮਿੱਟੀ ਅਤੇ ਮੌਸਮ ਦੇ ਅਧਾਰ ਤੇ, ਤੁਹਾਨੂੰ ਫਸਲ ਦੇ ਵਧਣ ਬਾਰੇ ਵਿਚਾਰ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ ਜੋ ਕਿ ਥੋੜ੍ਹੀ ਜਿਹੀ ਐਸਿਡਿਕ ਮਿੱਟੀ ਅਤੇ ਹੇਠਲੇ ਪੌਸ਼ਟਿਕ ਪੱਧਰ ਨੂੰ ਬਰਦਾਸ਼ਤ ਕਰ ਸਕਦੀ ਹੈ.ਸ਼ਾਇਦ ਘੱਟ ਨਾਈਟ੍ਰੋਜਨ ਅਤੇ ਪੋਟਾਸ਼ੀਅਮ ਦੇ ਪੱਧਰਾਂ ਕਾਰਨ ਕਬੂਤਰ ਨਾ ਹੋਵੇ ਅਤੇ ਆਦਰਸ਼ ਦਰਜ ਕੀਤੇ ਡਾਟੇ ਦੇ ਮੁਕਾਬਲੇ ਥੋੜ੍ਹੀਆਂ ਵੱਖਰੀਆਂ ਮਾਹੌਲ ਦੀਆਂ ਸਥਿਤੀਆਂ.ਫਸਲਾਂ ਨੂੰ ਮਿੱਠੇ ਆਲੂ ਜਾਂ ਕਸਾਵਾ ਵਾਂਗ ਵਿਚਾਰੋ ਜੋ ਅਜਿਹੀਆਂ ਸਥਿਤੀਆਂ ਲਈ ਵਧੇਰੇ ਅਨੁਕੂਲ ਹਨ.",توهان جي مٽي ۽ موسمي حالتن جي بنياد تي، توهان کي فصل وڌائڻ تي غور ڪرڻ گهرجي جيڪو ٿورو تيزابياتي مٽي ۽ گهٽ غذائيت جي سطح کي برداشت ڪري سگهي ٿو.ڪبوتنپاس گهٽ نائٽروجن ۽ پوٽاشيم جي سطح تي مثالي طور تي مثالي رڪارڊ ٿيل ڊيٽا جي مقابلي ۾.مٺي آلو يا ڪاساا وانگر فصلن تي غور ڪريو جيڪي وڌيڪ شرطن تي وڌيڪ مطابقت رکن ٿا.
"Your current conditions are not ideal for pigeonpeas. You might consider crops that can tolerate low pH and high rainfall, such as blueberries or cranberries.",آپ کے موجودہ حالات کبوتروں کے لئے مثالی نہیں ہیں۔آپ ان فصلوں پر غور کرسکتے ہیں جو کم پییچ اور زیادہ بارش کو برداشت کرسکتی ہیں ، جیسے بلوبیری یا کرینبیری۔,"ਤੁਹਾਡੀਆਂ ਮੌਜੂਦਾ ਹਾਲਤਾਂ ਕਬੂਤਰ ਲਈ ਆਦਰਸ਼ ਨਹੀਂ ਹਨ.ਤੁਸੀਂ ਫਸਲਾਂ 'ਤੇ ਵਿਚਾਰ ਕਰ ਸਕਦੇ ਹੋ ਜੋ ਘੱਟ ਪੀਐਚ ਅਤੇ ਤੇਜ਼ ਬਾਰਸ਼ ਨੂੰ ਬਰਦਾਸ਼ਤ ਕਰ ਸਕਦੀ ਹੈ, ਜਿਵੇਂ ਕਿ ਬਲੂਬੇਰੀ ਜਾਂ ਕ੍ਰੈਨਬੇਰੀ.",توهان جي موجوده حالتون ڪبوتر جي لاء مثالي ناهي.توهان فصل غور ڪري سگهو ٿا جيڪي گهٽ پيائن ۽ وڏي برسات کي برداشت ڪري سگهندا، جهڙوڪ بلبريري يا مذهب ب بيروئر يا برادري يا خرازن تي.
"Based on your farmland's current conditions, it would be better to adjust the soil pH to grow mothbeans effectively. Your soil pH is too low; mothbeans prefer a pH closer to neutral (around 7.0). Once the pH is adjusted, mothbeans would be a suitable option.",آپ کے کھیتوں کے موجودہ حالات کی بنیاد پر ، بہتر ہوگا کہ مٹی کے پییچ کو مؤثر طریقے سے موٹ بینوں کو اگانے کے ل. ایڈجسٹ کریں۔آپ کی مٹی کا پییچ بہت کم ہے۔موٹ بینز غیر جانبدار (تقریبا 7.0) کے قریب پییچ کو ترجیح دیتے ہیں۔ایک بار جب پییچ کو ایڈجسٹ کیا جاتا ہے تو ، موٹ بینز ایک مناسب آپشن ہوگا۔,"ਤੁਹਾਡੇ ਖੇਤ ਦੇ ਮੌਜੂਦਾ ਹਾਲਤਾਂ ਦੇ ਅਧਾਰ ਤੇ, ਮੋਥਬੇਨਜ਼ ਨੂੰ ਪ੍ਰਭਾਵਸ਼ਾਲੀ me ੰਗ ਨਾਲ ਵਧਾਉਣ ਲਈ ਮਿੱਟੀ ਦੇ PH ਨੂੰ ਵਿਵਸਥਤ ਕਰਨਾ ਬਿਹਤਰ ਹੋਵੇਗਾ.ਤੁਹਾਡੀ ਮਿੱਟੀ pH ਬਹੁਤ ਘੱਟ ਹੈ;ਮੋਥਬੀਨਜ਼ ਨਿਰਪੱਖ ਦੇ ਨੇੜੇ ਇੱਕ ਪੀਐਚ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ (ਲਗਭਗ 7.0).ਇਕ ਵਾਰ ਪੀਐਚ ਨੂੰ ਐਡਜਸਟ ਕੀਤਾ ਜਾਂਦਾ ਹੈ, ਮੋਥਬੀਨਜ਼ ਇਕ ਉਚਿਤ ਵਿਕਲਪ ਹੋਣਗੇ.",توهان جي فارميلينڊ جي موجوده حالتن جي بنياد تي، اهو بهتر هوندو ته موتيبينز کي موثر طريقي سان موثر طريقي سان ترتيب ڏيو.توهان جي مٽي پي ايڇ تمام گهٽ آهي؛موٿين هڪ پي ايڇ کي غير جانبدار جي ويجهو (7.0 جي ويجهو) کي ترجيح ڏيندا آهن.هڪ ڀيرو پي ايڇ کي ترتيب ڏنو ويندو آهي، موٿبين هڪ مناسب آپشن هوندو.
"Based on your farmland's conditions, watermelon would be a suitable crop to grow.",آپ کے کھیتوں کے حالات کی بنیاد پر ، تربوز بڑھنے کے لئے ایک مناسب فصل ہوگی۔,"ਤੁਹਾਡੇ ਖੇਤ ਦੇ ਹਾਲਾਤ ਦੇ ਅਧਾਰ ਤੇ, ਤਰਬੂਜ ਵਧਣ ਲਈ ਇੱਕ suitable ੁਕਵੀਂ ਫਸਲ ਹੋਵੇਗੀ.",توهان جي فارميلينڊ جي حالتن جي بنياد تي، تربوز وڌڻ لاء هڪ مناسب فصل هوندو.
"Based on the conditions and past experience, maize would be a suitable crop to grow on your farmland.",شرائط اور ماضی کے تجربے کی بنیاد پر ، مکئی آپ کے کھیتوں میں بڑھنے کے لئے ایک مناسب فصل ہوگی۔,"ਹਾਲਤਾਂ ਅਤੇ ਪਿਛਲੇ ਤਜਰਬੇ ਦੇ ਅਧਾਰ ਤੇ, ਮੱਕੀ ਤੁਹਾਡੇ ਖੇਤ ਵਿੱਚ ਵਧਣ ਲਈ suitable ੁਕਵੀਂ ਫਸਲ ਹੋਵੇਗੀ.",حالتن ۽ ماضي جي تجربي جي بنياد تي، مڪئي توهان جي فارم لينڊ تي وڌڻ لاء هڪ مناسب فصل هوندو.
