response,label,urdu,punjabi,sindhi
"Based on the given conditions and past experiences, grapes should grow well on your farmland.",grapes,دی گئی شرائط اور ماضی کے تجربات کی بنیاد پر، انگور آپ کی زمین پر اچھی طرح اگنے چاہئیں۔,"Ditte hoye haalataan ate pichle tajurbe de adhar te, angur tuhadi zameen te changi tarah ugne chahide han.",ڊي مليل حالتن ۽ ماضي جي تجربن جي بنياد تي، انگور توهان جي زمين تي چڱي طرح وڌڻ گهرجن.
"Based on your farmland's conditions and past experience data, you could consider growing blackgram. However, you may need to make slight adjustments to the nitrogen level and temperature to align better with optimal conditions.",blackgram,آپ کی زرعی زمیں کی حالت اور پچھلے تجرباتی اعداد و شمار کو مدنظر رکھتے ہوئے آپ ماش کی کاشت کر سکتے ہیں۔ البتہ، آپ کو نائٹروجن کی سطح اور درجہ حرارت میں معمولی تبدیلیاں کرنی پڑ سکتی ہیں تاکہ وہ بہترین حالتوں کے ساتھ موافق ہوں۔,"Tuhadi zameen di halat te pichhle tajurbe de data de adhar te, tusi kale chane di khetibari kar sakde ho. Par tusi nitrogen di level te temperature ch thodi bhut tabdeeli karni peh sakdi hai taan jo eh behtrin halat naal mail kha sake.",توهان جي زرعي زمين جي حالتن ۽ گذريل تجربي جي ڊيٽا جي بنياد تي، توهان ڪاري چوڻي پوکڻ تي غور ڪري سگهو ٿا. بهرحال، توهان کي نائٽروجن ليول ۽ گرمي پد ۾ ٿورو ترميم ڪرڻ جي ضرورت ٿي سگھي ٿي ته جيئن اهو بهتر حالتن سان ٺهڪندڙ ٿئي۔
Watermelon would be a suitable crop for your farmland based on the provided conditions. The soil and climate data are very close to conditions known to support watermelon growth.,watermelon,دی گئی شرائط کی بنیاد پر تربوز آپ کی زمین کے لئے ایک مناسب فصل ہوگی۔ مٹی اور آب و ہوا کے اعداد و شمار ان شرائط کے بہت قریب ہیں جو تربوز کی نشوونما کی حمایت کرتے ہیں۔,Watermelon tuhadi zameen layi ek changi fasal ho sakdi hai dite gaye conditiona de adhar te. Mitti ate climate wale data kaafi nazdeek ne ona conditiona de jo watermelon di growth nu support karde ne.,موسم ۽ زمين جي ڏنل حالتن جي بنياد تي هندوانو توهان جي زرعي زمين لاءِ مناسب فصل هوندو. مٽي ۽ موسم جو ڊيٽا انهن حالتن سان ويجهڙائي ۾ آهي جيڪي هندواني جي واڌ کي سپورٽ ڪن ٿا۔
"Based on the conditions of your farmland and past experiences, lentil would be a suitable crop to grow.",lentil,آپ کی زمین کی حالت اور پچھلے تجربات کی بنیاد پر، دال اگانا موزوں فصل ہوگی۔,"Tohaadi khet di haalat ate guzrey tajurbe de adhaar te, masar ik vadiya fasal ho sakdi hai ugghon layi.",توهان جي زمين جي حالتن ۽ اڳوڻن تجربن جي بنياد تي، مسور هڪ مناسب فصل آهي جنهن کي پوکي سگهجي ٿو.
"Based on the given data, your farmland is suitable for growing mango. The conditions are close enough to the past successful experiences with mango farming.",mango,دیے گئے ڈیٹا کی بنیاد پر، آپ کی زرعی زمین آم اُگانے کے لیے موزوں ہے۔ حالات ماضی کے کامیاب آم کی کاشت کے تجربات سے کافی حد تک قریب ہیں۔,"Ditte hoye data de adhar te, tuhadi zameen aam ugaunde lai theek hai. Haalatee ohi ne jinna nu pichle kamyab tajurbe de doraan aam de kheti lai changa paa gaya hai.",مليلن ڊيٽا جي بنياد تي، توهانجي زرعي زمين آم جي پوکي لاءِ موزون آهي. اهي حالتون ماضي جي ڪامياب آم جي فارمنگ تجربي سان ڪافي حد تائين مشابه آهن.
Your nitrogen level is too low. You should consider growing a crop that requires lower nitrogen levels or improve the soil nitrogen before planting mungbean.,mungbean,آپ کا نائٹروجن لیول بہت کم ہے۔ آپ کو یا تو ایسی فصل اُگانے پر غور کرنا چاہئے جسے کم نائٹروجن کی ضرورت ہو یا مونگ بین بونے سے پہلے مٹی میں نائٹروجن کی مقدار بہتر کرنی چاہئے۔,"Tuhada nitrogen level bahut kaat hai. Tuhanu oh fasal ugani chahidi ae jo ke kum nitrogen di lorr paindi hai, ja fir mungbean laghan to pehla mitti ch nitrogen level vadhana chahidi ae.",توهانجي نائٽروجن ليول تمام گهڻي گهٽ آهي. توهان کي اهڙو فصل پوکڻ تي غور ڪرڻ گهرجي جنهن کي گهٽ نائٽروجن جي ضرورت پوي يا پوکڻ کان اڳ مڱ جي مٽي ۾ نائٽروجن کي بهتر بڻائڻ گهرجي۔
"Based on your given conditions and past experience, mungbean would be a suitable crop to grow on your farmland.",mungbean,آپ کی دی گئی شرائط اور گزشتہ تجربات کی بنیاد پر، مونگ پھلی کاشت کرنے کے لئے ایک موزوں فصل ہو سکتی ہے۔,"Tuhade dittay hoye shartaan te pichhle tajurbe de aadhaar te, mungbean tuhadi zameen te uggaan layi ek theek fasal hoegi.",توهانجي ڏنل حالتن ۽ گذريل تجربي جي بنياد تي، مڱ جو فصل توهانجي زمين تي پوکڻ لاءِ مناسب هوندو.
"Based on past experience and the conditions you've described, mango would be a suitable crop for your farmland. However, please adjust the soil pH closer to the range of 5.5-7.5 and reduce nitrogen levels for best results.",mango,گزشتہ تجربے اور آپ کی بتائی ہوئی شرائط کی بنیاد پر، آم کاشت کرنے کے لیے آپ کی زمین کے لیے موزوں فصل ہوگی۔ تاہم، بہترین نتائج کے لیے مٹی کا پی ایچ لیول 5.5-7.5 کے قریب کریں اور نائٹروجن کی مقدار کو کم کریں۔," Gujray hovay te izafeet disi surat haal toon, aam tuhadi zameen laiy sahi fasal hovegi. Lekin, mekhi rehndi pH noo 5.5 ton 7.5 di range wich leawo atte nitrogen de sardyaan katt kardo behtareen natije laiy.",گزشتہ تجربن ۽ توهان جي بيان ڪيل حالتن جي بنياد تي، آم توهان جي پوک لاءِ مناسب فصل آهي. تنهن هوندي، مهرباني ڪري مٽي جي pH کي 5.5-7.5 جي حد جي ويجهو آڻيو ۽ نائيٽروجن جي سطح کي گهٽايو ته جيئن بهتر نتيجا ملن.
"Based on the data and your farmland's conditions, grapes should grow well on your land.",grapes,دستیاب معلومات اور آپ کی زمین کی حالت کے مطابق، انگور آپ کی زمین پر اچھی طرح اگ سکتے ہیں۔,"Data te tuhadi farmland di conditions de adhar te, angoor tuhadi zameen te changi tarah ug sakde ne.",ڊيٽا ۽ توهان جي زمين جي حالتن جي بنياد تي، انگور توهان جي زمين تي چڱيءَ طرح وڌڻ گهرجن.
"Based on the given conditions, you can grow pomegranate on your farmland. The recorded data matches one of the successful conditions for growing pomegranate in your experience.",pomegranate,دی گئی شرائط کی بنیاد پر، آپ اپنے زرعی رقبے پر انار اُگا سکتے ہیں۔ ریکارڈ شدہ ڈیٹا آپ کے تجربے میں انار اُگانے کے لئے کامیاب شرائط میں سے ایک سے مِلتا جُلتا ہے۔,"Di hoyi hoyi shartan de adhar te, tussi apni zameen te anaar uga sakde ho. Daraj shuda data tuhadi tajurbe te saphal anaar ugaun dian shartan naal mel karda hai.",وڃندڙ حالتن جي بنياد تي، اوهان پنهنجي زمين تي انار پوکي سگهو ٿا. محفوظ ڪيل ڊيٽا توهان جي تجربن مطابق انار پوکڻ جي هڪ ڪامياب حالتن مان هڪ جي مطابق آهي۔
"Based on the provided data, banana would be a suitable crop for your farmland. The conditions are quite similar to those in which bananas have previously been successfully grown.",banana, فراہم کردہ ڈیٹا کی بنیاد پر، کیلا آپ کی زمین کے لیے ایک موزوں فصل ہوگی۔ حالات اُن حالات سے کافی ملتے جلتے ہیں جن میں پہلے کامیابی سے کیلے اُگائے جا چکے ہیں۔,"Provid kiti gayi data de aadhar te, banana tuhade farm layi ek suitable crop ho sakda hai. Eh conditions ohaan wale conditions vangar han jinha de wich pehlan banaanaa successfully ugae ja chuke ne.",مهيا ڪيل ڊيٽا جي بنياد تي، توهان جي زمين لاءِ ڪيلو مناسب فصل هوندو. حالتون گهڻو ڪري انهن وانگر آهن جن ۾ پهريان ڪيلو ڪاميابي سان پوکيا ويا آهن.
"Based on the conditions and past data, chickpea would be a suitable crop to grow on your farmland.",chickpea,موجودہ حالات اور ماضی کے اعداد و شمار کی بنیاد پر، چنے کی فصل آپ کی زمین پر اگانے کے لیے مناسب ہوگی۔,"Haalateyan te pehle diyaan jaanakaariyaan de aadhar te, chhole (chickpea) tuhade kheti laike bohot wadiya fasal ho sakdi hai.",حالات ۽ ماضي جي ڊيٽا جي بنياد تي، چڻا توهان جي زمين تي پوکڻ لاءِ هڪ مناسب فصل هوندو۔
"You should consider growing watermelon, as the conditions on your farmland are quite similar to those where the farmer successfully grew watermelon in the past.",watermelon,آپ کو تربوز اگانے پر غور کرنا چاہیے کیونکہ آپ کی زرعی زمین کی حالتیں ان علاقوں سے بہت ملتی جلتی ہیں جہاں ماضی میں کسان نے کامیابی سے تربوز اگایا تھا۔,"Tusi sochni chahidi hai ke tusi tarbooz ugande ho, kyunki tuadi zameen di haalat uss farm diyan haalatan vargi hi ne jithe kisaan ne pichle samay tarbooz safal taur te ugaya si.",توهان کي تربي جو پوکڻ تي غور ڪرڻ گهرجي، ڇاڪاڻ ته توهان جي زمين جون حالتون ڪافي حد تائين اهڙيون آهن جيئن جتي اڳي هڪ زميندار ڪاميابيءَ سان تربي پوکي هئي.
"Based on your soil and environmental conditions, mothbeans would be a good crop to grow. They can thrive in the given levels of nitrogen, phosphorus, and potassium, as well as with the temperature, pH, humidity, and rainfall on your farmland.",mothbeans,آپ کی مٹی اور ماحولیاتی حالات کی بنیاد پر، مothbeans کاشت کے لئے ایک اچھا فصل ہو سکتا ہے۔ یہ نائیٹروجن، فاسفورس، اور پوٹاشیم کی دی گئی سطحوں پر، اور ساتھ ہی آپ کی زمین کے درجہ حرارت، پی ایچ، نمی، اور بارش کے ساتھ بخوبی نشوونما پا سکتے ہیں۔,"Tuhade mitti te vatavaran di sthiti de adhar te mothbeans wadhia fasal ho sake hai. Eh sute nitrogen, phosphorus, te potassium de maatra, ate temperature, pH, humidity, te rainfall naal tuhade kheti wale ilaqe vich chardi reh sakdi hai.",توهان جي مٽي ۽ ماحولياتي حالتن جي بنياد تي، مٿ جي ٻجر سٺو فصل ٿي سگهي ٿو. اهي نائٽروجن، فاسفورس، ۽ پوٽاشيم جي ڏنل سطحن سان گڏوگڏ توهان جي زميندار تي درجه حرارت، pH، نمي، ۽ برسات سان به ترقي ڪري سگهن ٿا.
"Based on your farmland's data, it is suitable for growing pomegranates. The conditions closely match with those successful in the past.",pomegranate,آپ کی زرعی زمین کے ڈیٹا کے مطابق، یہ انار اُگانے کے لئے موزوں ہے۔ یہاں کے حالات ماضی میں کامیاب رہنے والے حالات سے بہت مطابقت رکھتے ہیں۔,"Tuhade khet di jaanch de aadhaar te, eh anaar valiaan fasslan vasey theek hai. Eh halat ohaan dinal milde ne jo pichle samay vich safal rahiya han.",توهنجي زمين جي ڊيٽا جي بنياد تي، اهو انار پوکڻ لاءِ موزون آهي. حالتون ماضي ۾ ڪامياب ٿي ويون آھن.
"Based on the provided information, banana is a suitable crop to grow on your farmland. The conditions closely align with past successful data for banana cultivation.",banana,دئے گئے معلومات کی بنیاد پر، کیلا آپ کی زمین پر کاشت کے لئے ایک موزوں فصل ہے۔ حالات ماضی کی کامیاب کیلا کی کاشت کے ڈیٹا سے بہت قریب ملتے جلتے ہیں۔,"Ditte hoi jaankaari de adhaarit, kela tuhade khet wich uggan layi ek theek fasal hai. Iho saariyan halaatan pehlaan de kaamyab dataal kela kheti layi changian mel kardiyaan ne.",فراهم ڪيل معلومات جي بنياد تي، کيل توهانجي زرعي زمين لاءِ موزون فصل آهي. حالتون ماضيءَ جي ڪامياب ڪيل ڪاصلاحن جي ڊيٽا سان بلڪل ملي وڃن ٿيون.
